urls
https://medium.com/deep-learning-demystified/introduction-to-neural-networks-part-1-e13f132c6d7e
https://www.sciencedirect.com/journal/neural-networks
https://en.wikipedia.org/wiki/Neural_network
https://www.ibm.com/think/topics/neural-networks
https://www.geeksforgeeks.org/types-of-neural-networks/
https://aws.amazon.com/what-is/neural-network/
https://www.geeksforgeeks.org/artificial-neural-networks-and-its-applications/
https://www.cloudflare.com/learning/ai/what-is-neural-network/
https://www.techtarget.com/searchenterpriseai/definition/neural-network
https://www.datacamp.com/blog/what-are-neural-networks
https://mlu-explain.github.io/neural-networks/
http://playground.tensorflow.org/
https://news.mit.edu/2017/explained-neural-networks-deep-learning-0414
https://www.xueshu.com/sci/41613/
https://blog.csdn.net/weixin_39910711/article/details/100775918
https://brilliant.org/wiki/artificial-neural-network/
https://towardsdatascience.com/simple-introduction-to-neural-networks-ac1d7c3d7a2c
https://www.ibm.com/es-es/topics/neural-networks
https://www.cloudflare.com/learning/ai/what-is-neural-network/
https://link.springer.com/chapter/10.1007/978-3-030-89010-0_10
https://developers.google.com/machine-learning/crash-course/neural-networks
https://www.techtarget.com/searchenterpriseai/definition/neural-network
https://brilliant.org/wiki/artificial-neural-network/
http://neuralnetworksanddeeplearning.com/
https://link.springer.com/chapter/10.1007/978-3-319-94463-0_1
https://builtin.com/machine-learning/nn-models
https://towardsdatascience.com/first-neural-network-for-beginners-explained-with-code-4cfd37e06eaf
https://de.wikipedia.org/wiki/K%C3%BCnstliches_neuronales_Netz
https://www.coursera.org/articles/how-do-neural-networks-work
https://nttuan8.com/bai-3-neural-network/
https://zh.wikipedia.org/zh-tw/%E4%BA%BA%E5%B7%A5%E7%A5%9E%E7%BB%8F%E7%BD%91%E7%BB%9C
https://pg-p.ctme.caltech.edu/blog/ai-ml/what-is-a-neural-network
https://www.ibm.com/jp-ja/topics/neural-networks
https://www.bmc.com/blogs/neural-network-introduction/
https://www.javatpoint.com/artificial-neural-network
https://datasolut.com/neuronale-netzwerke-einfuehrung/
https://www.mathworks.com/discovery/neural-network.html
https://zhuanlan.zhihu.com/p/404173054
http://neuralnetworksanddeeplearning.com/
https://wiki.pathmind.com/neural-network
https://www.analyticsvidhya.com/blog/2022/01/introduction-to-neural-networks/
https://www.tutorialspoint.com/artificial_intelligence/artificial_intelligence_neural_networks.htm
https://brilliant.org/courses/intro-neural-networks/
https://www.w3schools.com/ai/ai_neural_networks.asp
https://towardsdatascience.com/understanding-neural-networks-19020b758230
https://www.coursera.org/articles/neural-network-example
https://en.wikipedia.org/wiki/Convolutional_neural_network
https://www.datacamp.com/tutorial/introduction-to-deep-neural-networks
https://blog.csdn.net/RayChiu757374816/article/details/121351693
https://www.w3schools.com/ai/ai_neural_networks.asp
https://medium.com/thedeephub/a-complete-guide-to-nlp-techniques-for-data-science-beginners-dae7f2e3cae7
https://www.geeksforgeeks.org/natural-language-processing-nlp-tutorial/
https://www.kdnuggets.com/2020/01/intro-guide-nlp-data-scientists.html
https://www.datacamp.com/blog/what-is-natural-language-processing
https://machinelearningmastery.com/the-beginners-guide-to-natural-language-processing-with-python/
https://www.datacamp.com/blog/how-to-learn-nlp
https://towardsdatascience.com/natural-language-processing-nlp-for-beginners-6d19f3eedfea
https://thedatascientist.com/natural-language-processing-data-science-tutorial-python/
https://medium.com/@vaniukov.s/nlp-vs-llm-a-comprehensive-guide-to-understanding-key-differences-0358f6571910
https://medium.com/aimonks/roadmap-to-learn-natural-language-processing-in-2023-6e3a9372b8cc
